Zebrafish 4 hpf, mock injected
Genes included in this table either have 1 or more poly(A) tags, or have RPF RPKM > 0 and RNA RPM > 10.0 for samples with mRNA-Seq and ribosome profiling data
Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
ENSDART00000045677	atoh1b	1	7.1	7.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000144659	CABZ01112215.2	4	50.1	43.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131683	sytl5	5	42.0	36.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000110030	lmtk2	58	70.7	72.8	14.5	31.8	106.8	127.5	8.11	13.86	0.77315343792
ENSDART00000063467	nfia	5	41.8	44.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000139288	si:dkey-121h17.7	40	16.6	14.9	-0.3	7.3	22.5	30.6	NA	NA	NA
ENSDART00000130514	EML4	180	102.9	104.5	48.2	79.1	131.8	148.9	NA	NA	NA
ENSDART00000103795	ggact.1	3	27.9	39.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000080969	trim55b	10	55.3	54.1	15.5	44.4	72.3	82.3	NA	NA	NA
ENSDART00000103548	sc:d0661	6	48.2	50.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000004092	brox	25	57.9	43.5	28.8	36.1	83.1	92.6	NA	NA	NA
ENSDART00000110987	TXNRD2	29	33.4	28.4	11.4	17.9	43.6	64.1	NA	NA	NA
ENSDART00000036421	chek2	181	27.4	22.4	4.9	10.8	39.8	52.9	42.06	34.35	-0.292138751026
ENSDART00000098889	caprin1b	671	66.0	64.8	27.4	44.9	85.6	105.7	161.89	242.77	0.584576280735
ENSDART00000019017	CT485993.2	109	29.8	22.7	5.4	11.8	39.2	58.9	NA	NA	NA
ENSDART00000105561	si:dkey-42p8.3	1	134.3	134.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147319	scml4	20	47.6	32.3	17.7	23.1	60.9	98.8	NA	NA	NA
ENSDART00000007458	ppp6c	206	37.0	31.3	10.6	19.0	48.3	72.6	60.26	204.79	1.76487269148
ENSDART00000100046	C8H1orf174	426	43.7	39.7	12.8	23.3	58.5	78.4	NA	NA	NA
ENSDART00000147878	ankrd39	9	34.2	26.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000007454	bty	2	24.3	24.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000045675	slc52a2	1	40.8	40.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122773	nr6a1b	7	42.5	41.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122774	ERCC6L2	4	82.4	96.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000060764	spred1	1	11.8	11.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000060765	BX323876.3	1	-8.8	-8.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000060766	rab11a	398	52.3	43.6	10.9	21.9	76.0	106.1	36.64	245.74	2.74564130102
ENSDART00000133121	bub1	196	53.1	48.8	12.1	24.5	69.9	98.8	30.98	121.1	1.96678981579
ENSDART00000146471	si:dkey-169i5.4	1	157.3	157.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000146470	arpc4	213	54.0	49.9	16.7	28.7	77.1	96.2	NA	NA	NA
ENSDART00000082702	mlxip	148	56.7	51.7	16.0	27.6	79.9	103.1	7.4	49.62	2.74532455938
ENSDART00000059209	wdfy2	64	42.0	37.8	13.2	23.8	55.7	71.2	NA	NA	NA
ENSDART00000135919	amd1	42	63.0	66.4	5.2	17.8	94.1	127.5	NA	NA	NA
ENSDART00000059207	pemt	25	42.6	35.8	5.5	28.7	57.3	77.6	NA	NA	NA
ENSDART00000050332	gna12a	3	79.2	52.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000152705	api5	128	98.2	107.7	27.7	61.3	129.4	158.4	31.44	548.93	4.12594906461
ENSDART00000026409	cct4	37	57.1	46.1	20.6	29.3	69.6	116.6	40.42	18.86	-1.0997396457
ENSDART00000097949	surf4	58	39.9	38.8	16.6	27.2	52.1	65.4	NA	NA	NA
ENSDART00000125729	dnmt3b	35	79.3	85.3	15.7	36.1	118.0	136.8	4.13	31.62	2.93662368094
ENSDART00000023162	FANCA	18	34.5	30.2	7.9	11.8	58.8	66.0	7.79	1.84	-2.081917562
ENSDART00000112279	kmt2cb	10	48.0	37.9	19.3	27.1	53.6	71.4	0.88	0.91	0.0483630215614
ENSDART00000004220	rab34a	8	123.4	123.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000125099	tbck	34	59.5	61.1	22.2	42.7	80.1	97.4	5.17	17.56	1.76405665922
ENSDART00000010257	fam73a	44	42.8	37.3	15.8	23.3	59.0	73.8	10.57	16.13	0.609771061773
ENSDART00000053936	pfdn6	60	39.8	26.5	6.8	14.6	54.5	94.0	NA	NA	NA
ENSDART00000152449	si:ch211-113a14.29	6	66.2	51.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000089232	SLC12A7	53	44.5	36.0	11.3	22.2	61.3	76.3	NA	NA	NA
ENSDART00000127325	wu:fc75a09	2	77.3	77.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000057641	tspan15	57	55.2	50.4	17.3	31.4	72.0	97.4	NA	NA	NA
ENSDART00000018054	trh	1	20.4	20.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000057315	cep78	29	40.3	38.8	12.9	23.6	54.6	72.9	NA	NA	NA
ENSDART00000057642	acbd6	16	41.4	41.3	14.5	19.4	57.5	75.2	NA	NA	NA
ENSDART00000057645	qsox1	115	51.7	49.9	24.2	36.2	66.1	81.8	22.41	37.18	0.730384121409
ENSDART00000057644	lhx4	3	65.8	49.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000053932	cbsa	16	28.5	22.5	6.4	15.4	36.9	46.1	NA	NA	NA
ENSDART00000014851	tpm1	414	27.4	23.1	6.6	13.3	34.7	56.1	NA	NA	NA
ENSDART00000078652	CAMK2G	3	51.8	48.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052366	cebpa	3	115.3	146.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000082830	BX255936.1	10	24.7	19.2	7.7	8.9	40.3	44.0	NA	NA	NA
ENSDART00000104219	rcor1	509	50.3	45.3	12.3	24.5	68.6	92.4	94.82	271.62	1.51832641424
ENSDART00000064694	TATDN3	3	36.2	28.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000085281	EPB41L2	1	47.5	47.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000139983	si:dkey-57k2.6	1	21.6	21.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000004959	det1	128	28.5	21.0	2.6	10.2	33.3	54.1	NA	NA	NA
ENSDART00000086060	mrpl22	39	21.1	15.9	5.5	9.1	25.0	43.6	33.82	2.12	-3.99574048985
ENSDART00000061417	si:ch211-245h14.1	3	73.6	70.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000004483	zgc:162969	379	23.3	19.7	6.0	11.5	29.9	44.8	128.59	23.23	-2.46871739436
ENSDART00000023571	u2af2b	122	97.5	102.7	17.7	51.8	142.9	168.6	91.44	338.26	1.88723527664
ENSDART00000129624	tbrg1	94	45.1	40.8	13.9	27.4	59.1	75.3	33.45	35.26	0.0760262637914
ENSDART00000102727	zgc:162971	4	48.6	39.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000036354	mkln1	172	33.6	24.9	7.9	12.7	48.2	78.3	NA	NA	NA
ENSDART00000109538	CU855953.1	4	20.8	23.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109537	snphb	8	48.1	42.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109535	gmps	142	74.5	76.5	17.2	41.0	108.6	128.8	18.73	206.5	3.46271897695
ENSDART00000102118	gtf2f2a	89	50.5	43.6	15.3	25.7	62.6	89.7	51.98	137.56	1.40403248205
ENSDART00000104812	cbx6a	17	27.2	26.5	2.8	16.6	37.8	50.7	NA	NA	NA
ENSDART00000055848	zgc:103559	3	21.4	14.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000078708	zgc:162952	4	14.3	14.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000084855	stk40	172	78.0	74.8	25.8	45.9	105.5	136.3	17.34	140.2	3.01531054568
ENSDART00000005573	tmem237b	85	40.6	38.5	12.8	24.8	55.5	70.9	21.79	20.42	-0.0936833302381
ENSDART00000026634	ccdc127b	2	49.3	49.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000050597	XPR1	84	56.3	60.6	14.4	33.2	76.4	93.0	NA	NA	NA
ENSDART00000138234	tomm20b	313	33.1	31.0	11.7	18.3	44.1	58.5	84.13	17.54	-2.2619715965
ENSDART00000122164	b3gat3	0	NA	NA	NA	NA	NA	NA	20.73	8.16	-1.34507905914
ENSDART00000122503	BX000690.1	5	22.4	18.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000137603	si:ch211-225b11.4	19	45.2	49.5	10.5	24.0	64.8	66.7	NA	NA	NA
ENSDART00000123526	BX664622.1	1	4.1	4.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000148932	si:ch73-109d9.1	2	96.3	96.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000014632	katnb1	74	33.1	28.5	18.3	22.3	37.8	58.2	18.58	8.48	-1.13161433182
ENSDART00000062263	zfand6	418	36.5	31.9	11.8	19.8	48.3	66.4	79.24	46.52	-0.768377783416
ENSDART00000124518	C7H19orf12	7	88.4	67.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000142080	kpna1	17	61.2	45.0	10.0	23.1	103.9	121.6	NA	NA	NA
ENSDART00000062264	sdhb	131	59.1	55.2	18.9	35.0	79.3	106.1	39.22	77.7	0.986325063103
ENSDART00000062269	sos1	27	59.9	61.7	19.2	34.1	79.8	105.6	15.21	4.71	-1.69122118811
ENSDART00000142088	si:ch211-218c6.8	29	40.0	39.8	13.3	22.4	51.9	69.2	NA	NA	NA
ENSDART00000077053	plcxd3	3	32.8	33.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129698	rps9	508	39.1	35.9	17.0	25.9	47.7	62.7	675.83	38.01	-4.15220946264
ENSDART00000061996	tmem231	33	43.1	38.0	23.6	30.9	46.8	53.5	NA	NA	NA
ENSDART00000032788	rdh8a	1	57.1	57.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000077059	anp32e	837	105.2	111.7	32.8	79.3	136.9	153.6	105.58	658.22	2.64023329226
ENSDART00000006881	ZBTB39	61	32.9	29.0	7.5	15.2	47.7	59.7	NA	NA	NA
ENSDART00000006883	hnf1ba	1	7.9	7.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000143972	rif1	1394	68.5	66.3	28.4	44.8	88.4	111.7	75.85	336.68	2.15015693686
ENSDART00000058843	krcp	475	42.8	31.8	8.5	15.3	55.1	92.0	22.94	47.87	1.0612564147
ENSDART00000113502	si:dkey-84j12.1	4	68.8	63.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058336	arpp19b	714	23.8	20.7	6.4	13.3	31.1	44.3	74.15	29.08	-1.35041942342
ENSDART00000111254	nadka	17	44.6	44.9	25.2	31.2	51.8	68.2	NA	NA	NA
ENSDART00000058339	ap3s2	30	21.4	19.4	6.9	12.0	26.6	40.6	NA	NA	NA
ENSDART00000056649	tmem53	66	25.5	20.0	6.4	12.6	31.9	51.5	NA	NA	NA
ENSDART00000130095	tmem179	27	57.7	43.3	9.9	28.1	80.8	113.6	NA	NA	NA
ENSDART00000129542	crispld1b	2	25.0	25.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129543	asmtl	75	32.9	30.4	6.2	16.6	44.4	64.5	NA	NA	NA
ENSDART00000082438	DLGAP2	3	19.3	21.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000124328	LPL	1	89.3	89.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005682	actn3a	1	8.2	8.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090528	rhoae	93	50.2	50.1	16.4	28.0	69.6	87.1	45.18	99.02	1.13203567857
ENSDART00000055504	cyc1	416	42.5	39.9	12.4	25.5	55.7	74.6	71.98	115.97	0.688083638936
ENSDART00000076399	nat10	132	72.3	69.2	34.8	51.8	95.9	116.3	32.97	104.9	1.66978888579
ENSDART00000124225	zgc:91909	6	29.2	21.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000062190	smarcb1b	18	65.0	59.2	25.7	55.4	85.4	106.7	17.04	146.05	3.09946511749
ENSDART00000150736	si:dkeyp-109b10.4	1	141.5	141.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000092479	C2H1orf123	40	34.3	32.0	13.7	19.3	45.4	58.6	NA	NA	NA
ENSDART00000110126	cacng3b	7	38.7	37.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000056640	abcf2a	1028	68.7	57.3	19.8	35.0	87.4	145.3	235.89	257.53	0.12662624326
ENSDART00000131274	tbcelb	2	50.7	50.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058530	neurod6a	8	22.5	22.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109791	zgc:92066	0	NA	NA	NA	NA	NA	NA	168.32	16.11	-3.38517821059
ENSDART00000057774	mrps6	12	23.1	22.6	-1.0	3.6	39.6	43.0	33.39	19.07	-0.80811124975
ENSDART00000063789	rps5	777	39.9	36.6	18.1	26.7	47.5	61.5	369.39	32.72	-3.49690015731
ENSDART00000091070	zgc:158403	8	40.2	40.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000008468	msxb	18	17.3	14.4	4.8	6.6	18.5	38.4	NA	NA	NA
ENSDART00000145681	atp6v1h	71	40.2	33.9	13.3	25.4	51.9	62.8	NA	NA	NA
ENSDART00000008310	sf3b3	39	95.7	100.2	45.9	75.5	120.1	139.8	4.32	55.99	3.69606596255
ENSDART00000126840	supt16h	166	96.4	106.2	29.9	65.7	126.5	145.8	56.06	178.13	1.66788686082
ENSDART00000126844	CABZ01050100.1	2	90.3	90.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000048675	mrps33	56	37.6	33.8	7.4	18.1	51.3	69.3	NA	NA	NA
ENSDART00000048676	prkar2aa	57	55.4	56.5	12.1	29.2	81.2	100.0	45.88	51.7	0.172298889186
ENSDART00000126849	senp6a	80	37.1	30.6	10.4	22.8	53.2	63.7	20.69	17.33	-0.2556619907
ENSDART00000114722	dennd4c	128	36.3	29.5	12.6	18.0	51.0	71.9	10.12	20.68	1.03102689562
ENSDART00000114723	RAPGEFL1	2	30.3	30.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000113116	polg2	2	32.7	32.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114725	oscp1a	3	35.8	30.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129898	ctsf	12	51.9	53.6	26.1	37.3	63.0	69.2	NA	NA	NA
ENSDART00000113508	FP085405.1	54	76.8	85.3	11.8	30.0	125.1	147.8	19.13	171.48	3.16413154347
ENSDART00000038929	zgc:153924	79	44.4	41.0	13.9	21.6	62.3	81.1	NA	NA	NA
ENSDART00000002741	itprip	109	36.8	30.9	8.7	15.5	46.7	63.7	NA	NA	NA
ENSDART00000073689	btr01	2	21.4	21.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000079549	tpte	55	34.4	35.2	12.3	19.4	46.3	58.0	NA	NA	NA
ENSDART00000004087	kif21a	2	87.9	87.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000086935	MARCH4	15	38.6	41.6	8.4	20.3	58.7	67.2	NA	NA	NA
ENSDART00000140012	ca8	1	30.4	30.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000076097	sfi1	42	24.8	23.1	9.3	16.0	33.1	40.9	21.86	0.68	-5.00661484442
ENSDART00000029521	asrgl1	45	33.2	28.2	10.5	22.2	48.3	60.0	NA	NA	NA
ENSDART00000090306	xpr1	11	32.6	31.1	0.7	12.5	43.9	54.6	NA	NA	NA
ENSDART00000006085	cbl	99	37.3	25.6	6.6	15.2	53.5	86.3	NA	NA	NA
ENSDART00000128940	mlpha	1	31.6	31.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000134340	GRIK5	2	58.5	58.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000104444	slmapa	167	42.7	41.0	10.2	21.9	59.7	78.8	45.38	20.73	-1.13033649256
ENSDART00000025501	zgc:56072	39	29.3	26.0	0.8	15.7	36.0	62.9	53.46	46.08	-0.214319120801
ENSDART00000061886	sema3ab	4	25.5	20.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000002217	CABZ01071407.1	1	35.5	35.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000135353	C8H1orf222	1	54.9	54.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064112	glrx5	278	32.0	27.3	7.7	15.4	42.0	65.3	83.71	126.77	0.598741490867
ENSDART00000135359	macc1	79	35.5	18.3	6.2	11.1	33.7	80.4	NA	NA	NA
ENSDART00000114582	BX511086.1	12	15.4	11.4	2.7	6.1	22.9	28.4	NA	NA	NA
ENSDART00000145538	zgc:193505	1	94.1	94.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052346	gnao1b	1	104.4	104.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052345	tradd	126	23.9	22.1	7.1	13.6	33.5	42.6	NA	NA	NA
ENSDART00000052342	thap11	142	25.8	20.7	5.6	11.8	29.9	50.7	20.99	11.91	-0.817528753428
ENSDART00000101406	rab39b	1	75.9	75.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052439	CU929089.1	23	45.1	33.6	15.3	21.3	61.1	91.1	NA	NA	NA
ENSDART00000124167	vcl	4	123.9	132.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052349	ogfod1	92	21.8	21.5	5.0	12.0	32.6	38.6	NA	NA	NA
ENSDART00000100254	atp6v0d1	83	22.5	19.5	5.3	11.1	28.7	40.7	NA	NA	NA
ENSDART00000104420	samm50	179	26.8	22.8	6.5	14.1	37.0	53.4	NA	NA	NA
ENSDART00000043507	C19H1orf51	243	36.1	32.7	8.0	18.1	48.8	69.7	NA	NA	NA
ENSDART00000149685	gnao1a	57	24.0	22.8	6.8	11.5	33.4	46.2	NA	NA	NA
ENSDART00000027982	col14a1a	2	83.8	83.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149687	si:dkey-16n15.6	2	87.6	87.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000080396	foxj2	18	28.5	20.9	6.5	13.5	34.2	60.4	NA	NA	NA
ENSDART00000080395	golga7	487	48.5	45.2	7.0	22.0	72.0	94.2	59.68	315.33	2.40154299158
ENSDART00000144335	cyp27c1	1	50.8	50.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000045659	tcp11l1	118	67.7	66.9	28.7	44.4	92.2	108.1	NA	NA	NA
ENSDART00000080391	sprn2	1	38.8	38.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000104791	zgc:153722	15	62.4	32.6	15.5	23.5	82.4	94.3	NA	NA	NA
ENSDART00000049109	seta	333	95.6	99.3	32.2	65.9	124.9	148.9	143.93	659.52	2.19604907892
ENSDART00000013497	mylipa	799	27.5	23.5	7.4	13.9	35.8	51.9	77.06	24.3	-1.66502587217
ENSDART00000123237	fam8a1	52	28.3	27.1	10.6	16.4	35.8	51.3	NA	NA	NA
ENSDART00000022051	gins1	87	39.1	36.5	10.6	22.6	53.1	68.6	NA	NA	NA
ENSDART00000085913	btbd2	36	28.2	27.6	11.9	14.6	34.4	48.7	NA	NA	NA
ENSDART00000016464	dcps	287	49.1	43.4	16.2	27.1	67.6	89.0	31.15	282.26	3.17972062582
ENSDART00000085917	BTBD2	117	31.7	27.1	10.2	18.3	43.2	56.8	NA	NA	NA
ENSDART00000111290	CZv9_NA429H14orf28	17	43.2	33.6	11.3	17.3	52.5	89.9	NA	NA	NA
ENSDART00000111294	zgc:174315	25	46.7	37.4	10.3	13.1	74.7	102.8	NA	NA	NA
ENSDART00000148486	scaf11	125	93.9	101.7	30.6	63.8	127.9	145.3	26.97	107.57	1.99584835673
ENSDART00000108469	spata2l	32	38.3	32.4	6.7	16.4	54.3	76.3	NA	NA	NA
ENSDART00000135762	btr22	73	29.5	24.9	11.0	17.5	37.4	53.5	NA	NA	NA
ENSDART00000148333	nle1	50	57.6	56.0	17.2	34.7	70.6	96.2	8.96	45.29	2.33762190199
ENSDART00000089144	vps51	159	40.3	35.4	12.0	21.9	53.6	67.2	NA	NA	NA
ENSDART00000152935	mkl1b	6	15.2	17.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122540	aldh7a1	121	23.9	19.0	6.5	10.9	28.6	48.7	44.52	12.9	-1.78708252703
ENSDART00000026879	CABZ01068208.1	7	75.0	65.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000021218	rpe	57	32.3	26.3	11.0	17.8	43.2	64.7	NA	NA	NA
ENSDART00000122546	CT583700.1	2	36.1	36.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000067288	adal	10	20.6	14.0	6.2	9.3	30.9	42.2	NA	NA	NA
ENSDART00000031470	pafah1b1b	198	29.6	25.3	5.6	13.0	37.7	59.8	35.55	21.88	-0.700236821714
ENSDART00000021060	eaf2	326	81.2	77.8	34.6	55.4	106.3	126.7	NA	NA	NA
ENSDART00000078140	vps26a	190	27.2	22.5	5.2	11.9	39.0	48.4	NA	NA	NA
ENSDART00000021062	slc9a8	100	30.2	22.2	7.5	12.5	41.5	63.8	NA	NA	NA
ENSDART00000006622	kat6a	36	41.2	34.6	1.7	12.9	68.2	88.7	14.18	27.53	0.957147077356
ENSDART00000115187	LRRC29	17	26.9	21.8	8.9	16.5	35.9	51.9	NA	NA	NA
ENSDART00000021069	rpl38	1390	40.9	36.8	16.9	27.4	47.7	63.5	924.8	43.47	-4.41104939711
ENSDART00000097827	AL929007.2	3	47.1	27.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000111740	CU459094.3	40	23.8	21.9	5.7	14.0	36.1	39.4	NA	NA	NA
ENSDART00000104774	tmbim1	145	89.7	94.6	38.8	66.7	115.9	134.5	NA	NA	NA
ENSDART00000039415	nup153	346	33.2	26.9	6.8	13.8	47.1	67.1	23.72	55.6	1.22898087306
ENSDART00000025183	CABZ01064447.1	26	35.2	25.3	7.5	18.0	43.4	65.8	25.68	10.48	-1.29300648558
ENSDART00000148154	stx2a	1	19.9	19.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000111603	zgc:174697	53	72.2	62.1	20.7	37.4	97.4	137.8	NA	NA	NA
ENSDART00000111604	atr	26	45.6	32.0	12.6	23.8	54.0	78.5	NA	NA	NA
ENSDART00000111605	STAC	5	32.1	21.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064111	faub	638	50.5	49.1	17.8	33.0	66.8	81.1	249.52	403.47	0.693305948119
ENSDART00000147468	bdh1	3	54.3	60.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000111325	CU179656.1	7	58.0	60.7	NA	NA	NA	NA	1.92	1.4	-0.455679483776
ENSDART00000140303	NYNRIN	2	41.1	41.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000061173	hsdl1	19	59.5	55.7	21.7	46.0	73.9	97.9	NA	NA	NA
ENSDART00000147467	tmem243a	49	29.4	25.7	11.9	14.4	45.4	57.7	NA	NA	NA
ENSDART00000102268	pcsk7	0	NA	NA	NA	NA	NA	NA	22.51	6.67	-1.75480739027
ENSDART00000080958	zgc:113279	1	56.5	56.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129993	CR450793.1	12	54.9	37.1	11.1	26.0	63.7	122.2	NA	NA	NA
ENSDART00000058737	cdc42l	198	98.5	93.1	33.8	63.8	139.7	166.8	73.91	379.53	2.36037244929
ENSDART00000045901	rps10	389	49.9	47.2	28.5	37.6	59.1	74.4	356.18	84.7	-2.07217263472
ENSDART00000098864	si:ch211-288d18.1	2	85.2	85.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000060597	sox32	9	35.1	28.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064097	ntm	39	35.6	30.0	12.0	17.5	54.6	65.0	NA	NA	NA
ENSDART00000137030	apba1a	22	40.2	32.9	13.8	19.0	61.2	72.0	NA	NA	NA
ENSDART00000123495	cacnb2b	13	46.3	52.3	17.1	21.0	58.4	77.5	NA	NA	NA
ENSDART00000123496	rhobtb2b	5	29.4	33.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123497	cry3	165	32.2	29.0	6.2	16.5	42.3	57.8	NA	NA	NA
ENSDART00000138496	rad54b	140	27.5	21.5	5.3	13.0	39.9	55.9	NA	NA	NA
ENSDART00000078557	polr2gl	57	69.4	50.3	7.1	20.0	101.2	156.5	35.42	527.47	3.89645292528
ENSDART00000121892	smad2	499	39.6	35.5	12.0	21.5	54.8	73.4	NA	NA	NA
ENSDART00000014028	ppm1db	123	29.2	25.6	7.0	11.8	39.5	56.4	NA	NA	NA
ENSDART00000082664	sbf2	51	26.9	26.4	4.1	10.7	37.7	46.3	NA	NA	NA
ENSDART00000014021	slc25a39	131	24.8	19.3	7.4	11.4	32.6	46.4	24.02	4.49	-2.41944880096
ENSDART00000046902	pdcd10a	106	46.4	40.6	19.6	28.0	58.2	79.8	64.26	75.04	0.223738847044
ENSDART00000046903	mylka	1	30.2	30.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000030125	znhit3	53	27.4	23.3	8.0	14.1	37.4	47.5	NA	NA	NA
ENSDART00000012493	rap2ip	30	54.3	58.5	23.1	31.2	65.5	79.7	NA	NA	NA
ENSDART00000028617	mpc2	76	52.4	50.9	19.7	33.7	68.4	91.3	NA	NA	NA
ENSDART00000056432	zswim8	90	22.6	18.9	2.8	10.1	31.0	51.7	12.92	1.19	-3.44057259139
ENSDART00000074428	fgfrl1b	1	83.9	83.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064896	gnat1	1	75.1	75.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074422	CDIP1	41	36.3	29.4	14.8	18.8	46.0	61.0	NA	NA	NA
ENSDART00000146468	ccdc132	81	40.0	35.4	9.7	17.8	62.2	74.4	NA	NA	NA
ENSDART00000126205	st6gal1	12	43.5	40.9	19.0	30.5	45.2	85.4	NA	NA	NA
ENSDART00000074426	lig3	19	67.9	67.8	27.1	46.8	91.4	108.9	6.0	61.64	3.36083245602
ENSDART00000136234	UBAP2	663	61.6	59.3	22.5	38.0	80.0	98.9	94.33	78.44	-0.266127132169
ENSDART00000074425	nkx2.2b	1	4.6	4.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123825	fbxw10	61	33.8	34.2	14.2	20.3	41.9	57.1	NA	NA	NA
ENSDART00000113936	SAMD8	101	23.4	21.1	3.7	12.2	28.8	43.0	NA	NA	NA
ENSDART00000113937	hsd17b3	1	43.3	43.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123820	tmem135	47	42.1	38.1	6.3	19.9	57.6	81.2	NA	NA	NA
ENSDART00000149600	tpp1	249	46.7	43.1	14.0	26.6	62.6	82.0	19.14	74.16	1.95405041414
ENSDART00000113938	spag9a	12	38.6	34.1	11.0	16.8	52.4	71.4	NA	NA	NA
ENSDART00000100479	slc7a9	2	29.9	29.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000050457	zgc:65895	2	21.1	21.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000124369	PHTF1	81	37.0	28.6	12.0	18.6	48.8	67.1	11.96	5.65	-1.0818946169
